id,capability,category,first_seen,last_seen,domain,stated_status_in_source,backlog_row,prompt_ids
INV1-1534,"Prompt 192 — make Tier 0 a living pursuit loop, not a one-time sort",docs & process,docs/claude-code/prompts/done/192-tier0-living-pursuit-loop-2026-08-26.md:1,docs/claude-code/prompts/done/192-tier0-living-pursuit-loop-2026-08-26.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=prompt-num)",,192
INV1-1535,Prompt 193 — SPE subsidiaries inherit the sponsor's contact; stop re-asking,docs & process,docs/claude-code/prompts/done/193-sponsor-parent-inheritance-2026-08-26.md:1,docs/claude-code/prompts/done/193-sponsor-parent-inheritance-2026-08-26.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=prompt-num)",,193
INV1-1536,Prompt 194 — The sidebar channel has never run the hardened extraction prompt. Find out why.,surfaces,docs/claude-code/prompts/done/194-sidebar-extraction-bypass-2026-08-26.md:1,docs/claude-code/prompts/done/194-sidebar-extraction-bypass-2026-08-26.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=prompt-num)",,194
INV1-1537,Prompt 195 — merge the 60 byte-identical owner groups ($102.4M),identity,docs/claude-code/prompts/done/195-merge-byte-identical-owner-groups-2026-08-26.md:1,docs/claude-code/prompts/done/195-merge-byte-identical-owner-groups-2026-08-26.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,195
INV1-1538,"Prompt 196 — make the merge path reversible (N11), then show why cards are parked",identity,docs/claude-code/prompts/done/196-merge-reversibility-and-park-reasons-2026-08-27.md:1,docs/claude-code/prompts/done/196-merge-reversibility-and-park-reasons-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=N11)",,196
INV1-1539,"Prompt 197 — 5,440 person entities are not in the contacts hub. 92 of them are blocking $132.3M.",docs & process,docs/claude-code/prompts/done/197-orphan-person-entities-2026-08-27.md:1,docs/claude-code/prompts/done/197-orphan-person-entities-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,197
INV1-1540,Prompt 21 — Connect Copilot Studio (LCC Deal Agent) directly to our MCP server,docs & process,docs/claude-code/prompts/done/21-copilot-studio-mcp-pivot.md:1,docs/claude-code/prompts/done/21-copilot-studio-mcp-pivot.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=prompt-num)",,21
INV1-1541,Prompt 22 — MCP server unification (one URL) + protocol bump for Copilot Studio,docs & process,docs/claude-code/prompts/done/22-mcp-unification-and-protocol-bump.md:1,docs/claude-code/prompts/done/22-mcp-unification-and-protocol-bump.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=prompt-num)",,22
INV1-1542,Prompt 61 — W5.3 follow-up: ollama extraction hardening + seam fixes,docs & process,docs/claude-code/prompts/done/61-w53-extraction-hardening-and-seam-fixes.md:1,docs/claude-code/prompts/done/61-w53-extraction-hardening-and-seam-fixes.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W5.3)",,61
INV1-1543,"Prompt 62 — W8 U1: Ollama junk-entity pre-screen (hygiene campaign, unit 1)",identity,docs/claude-code/prompts/done/62-w8-u1-junk-entity-prescreen.md:1,docs/claude-code/prompts/done/62-w8-u1-junk-entity-prescreen.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,62
INV1-1544,"Prompt 63 — W8 U2: Ollama duplicate proposals → resolver fuel (hygiene campaign, unit 2)",identity,docs/claude-code/prompts/done/63-w8-u2-duplicate-proposals-resolver-fuel.md:1,docs/claude-code/prompts/done/63-w8-u2-duplicate-proposals-resolver-fuel.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,63
INV1-1545,"Prompt 63 — W8 U2: Ollama duplicate proposals → resolver fuel (hygiene campaign, unit 2)",identity,docs/claude-code/prompts/done/63-w8-u2-ollama-dupe-proposals-resolver-fuel.md:1,docs/claude-code/prompts/done/63-w8-u2-ollama-dupe-proposals-resolver-fuel.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,63
INV1-1546,Prompt 64 — W8 U1 precision fix: SPE/acronym guards + real-judgment rubric,docs & process,docs/claude-code/prompts/done/64-w8-u1-precision-fix-spe-guard.md:1,docs/claude-code/prompts/done/64-w8-u1-precision-fix-spe-guard.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,64
INV1-1547,"Prompt 65 — W8 U1 scope tighten: true-junk only, keeps are non-events",identity,docs/claude-code/prompts/done/65-w8-u1-scope-tighten-true-junk-only.md:1,docs/claude-code/prompts/done/65-w8-u1-scope-tighten-true-junk-only.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,65
INV1-1548,Prompt 66 — Slim the Copilot connector spec: drop the compat aliases + dispatch gateway from `copilot-spec-v2`,docs & process,docs/claude-code/prompts/done/66-copilot-spec-v2-slim.md:1,docs/claude-code/prompts/done/66-copilot-spec-v2-slim.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,66
INV1-1549,"Prompt 66 — W8 U1: bounded, resumable scoring (fix the ollama-latency 502)",docs & process,docs/claude-code/prompts/done/66-w8-u1-bounded-resumable-scoring.md:1,docs/claude-code/prompts/done/66-w8-u1-bounded-resumable-scoring.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,66
INV1-1550,Prompt 67 — Add the comps operations to `copilot-spec-v2` (so the slimmed Copilot connector keeps comps),docs & process,docs/claude-code/prompts/done/67-add-comps-to-copilot-spec-v2.md:1,docs/claude-code/prompts/done/67-add-comps-to-copilot-spec-v2.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,67
INV1-1551,Prompt 67 — W8 U1 final polish: recalibrate distribution guard + surname guard,infra / CI / security,docs/claude-code/prompts/done/67-w8-u1-distribution-recalibration-surname-guard.md:1,docs/claude-code/prompts/done/67-w8-u1-distribution-recalibration-surname-guard.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,67
INV1-1552,Prompt 68 — Fix comps on Copilot: route comps through the same auth path as every other connector tool,docs & process,docs/claude-code/prompts/done/68-unify-comps-auth-with-copilot-passthrough.md:1,docs/claude-code/prompts/done/68-unify-comps-auth-with-copilot-passthrough.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,68
INV1-1553,"Prompt 68 — W8 U2 fix round: distinctive-core similarity, coverage, value inversion",docs & process,docs/claude-code/prompts/done/68-w8-u2-similarity-core-coverage-value-fix.md:1,docs/claude-code/prompts/done/68-w8-u2-similarity-core-coverage-value-fix.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,68
INV1-1554,Prompt 69 — Add one-shot `request` mode to the tranquil-delight comps workbook route (fix Copilot GenerateComps 400),docs & process,docs/claude-code/prompts/done/69-comps-oneshot-on-tranquil-delight.md:1,docs/claude-code/prompts/done/69-comps-oneshot-on-tranquil-delight.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,69
INV1-1555,Prompt 69 — W8 U3: connection propagation (evidence-grounded link proposals),docs & process,docs/claude-code/prompts/done/69-w8-u3-connection-propagation.md:1,docs/claude-code/prompts/done/69-w8-u3-connection-propagation.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,69
INV1-1556,"Prompt 70 — Fix GenerateComps one-shot on tranquil-delight: proxy to the engine, don't hit the DB directly",docs & process,docs/claude-code/prompts/done/70-comps-oneshot-proxy-not-direct-db.md:1,docs/claude-code/prompts/done/70-comps-oneshot-proxy-not-direct-db.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,70
INV1-1557,"Prompt 70 — W8 U4: systemic-findings monthly report (hygiene campaign, final unit)",docs & process,docs/claude-code/prompts/done/70-w8-u4-systemic-findings-report.md:1,docs/claude-code/prompts/done/70-w8-u4-systemic-findings-report.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,70
INV1-1558,Prompt 71 — Instrument the comps workbook path so the failing hop is visible in logs (diagnostic),docs & process,docs/claude-code/prompts/done/71-instrument-comps-proxy-logging.md:1,docs/claude-code/prompts/done/71-instrument-comps-proxy-logging.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,71
INV1-1559,Prompt 71 — W8 U3 fix round: evidence-assembly depth + different_people verdict,docs & process,docs/claude-code/prompts/done/71-w8-u3-evidence-depth-and-different-people-verdict.md:1,docs/claude-code/prompts/done/71-w8-u3-evidence-depth-and-different-people-verdict.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,71
INV1-1560,Prompt 72 — W8 U3 micro-fix: deed/activity evidence column names,docs & process,docs/claude-code/prompts/done/72-w8-u3-deed-activity-columns.md:1,docs/claude-code/prompts/done/72-w8-u3-deed-activity-columns.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,72
INV1-1561,"Prompt 73 — W8 U4 tick hardening: no inline narrate, crash-proof envelope",docs & process,docs/claude-code/prompts/done/73-w8-u4-tick-hardening.md:1,docs/claude-code/prompts/done/73-w8-u4-tick-hardening.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,73
INV1-1562,Prompt 74 — W8 micro-fix: verdict record uses invalid lcc_decisions status 'resolved',docs & process,docs/claude-code/prompts/done/74-w8-verdict-status-fix.md:1,docs/claude-code/prompts/done/74-w8-verdict-status-fix.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,74
INV1-1563,Prompt 75 — W8 DC frontend wiring: U3 lane missing + owner_reconcile badge undercount,surfaces,docs/claude-code/prompts/done/75-w8-dc-lane-wiring-u3-and-u2-badge.md:1,docs/claude-code/prompts/done/75-w8-dc-lane-wiring-u3-and-u2-badge.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,75
INV1-1564,Prompt 76 — W8: U3 entity-mint fix + U2 seeder filter in owner_reconcile,identity,docs/claude-code/prompts/done/76-w8-u3-mint-fix-u2-seeder-filter.md:1,docs/claude-code/prompts/done/76-w8-u3-mint-fix-u2-seeder-filter.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,76
INV1-1565,Prompt 77 — W8 U3 polish: resolution card for ambiguous_entity_match conflicts,docs & process,docs/claude-code/prompts/done/77-w8-u3-conflict-resolution-card.md:1,docs/claude-code/prompts/done/77-w8-u3-conflict-resolution-card.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,77
INV1-1566,"Prompt 78 — Fix the PGRST204 schema-drift writers (top U4 finding, ~7k failed writes)",docs & process,docs/claude-code/prompts/done/78-pgrst204-schema-drift-writers.md:1,docs/claude-code/prompts/done/78-pgrst204-schema-drift-writers.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,78
INV1-1567,Prompt 79 — W8 U5: naming-hygiene campaign (rename/normalize proposals),docs & process,docs/claude-code/prompts/done/79-w8-u5-naming-hygiene-campaign.md:1,docs/claude-code/prompts/done/79-w8-u5-naming-hygiene-campaign.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,79
INV1-1568,"Prompt 80 — Match-disambiguation pre-rank assist (unblock the 1,120-card dead lane)",docs & process,docs/claude-code/prompts/done/80-match-disambiguation-prerank-assist.md:1,docs/claude-code/prompts/done/80-match-disambiguation-prerank-assist.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,80
INV1-1569,Prompt 81 — Ops cleanup: zombie flow logging + dedup/FK/ON-CONFLICT writer fixes,identity,docs/claude-code/prompts/done/81-zombie-flow-and-writer-collision-fixes.md:1,docs/claude-code/prompts/done/81-zombie-flow-and-writer-collision-fixes.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,81
INV1-1570,Prompt 82 — Close the provider-stamp coverage gap (blocks a clean W5.3 re-grade),docs & process,docs/claude-code/prompts/done/82-provider-stamp-coverage.md:1,docs/claude-code/prompts/done/82-provider-stamp-coverage.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W5.3)",,82
INV1-1571,Prompt 83 — W8 U5 tick bounding (the 66/73 medicine for naming-hygiene),docs & process,docs/claude-code/prompts/done/83-w8-u5-tick-bounding.md:1,docs/claude-code/prompts/done/83-w8-u5-tick-bounding.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,83
INV1-1572,Prompt 84 — W8 U1 nightly fix: windowed scan so scoring actually runs,docs & process,docs/claude-code/prompts/done/84-w8-u1-windowed-scan.md:1,docs/claude-code/prompts/done/84-w8-u1-windowed-scan.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,84
INV1-1573,Prompt 85 — W8 U1: deterministic-certainty junk bypasses the LLM + the guard,identity,docs/claude-code/prompts/done/85-w8-u1-deterministic-junk-bypass.md:1,docs/claude-code/prompts/done/85-w8-u1-deterministic-junk-bypass.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W8)",,85
INV1-1574,Prompt 86 — [DIALYSIS REPO] Fix the Railway deploy failure introduced by the FRED API changes,infra / CI / security,docs/claude-code/prompts/done/86-dialysis-fred-deploy-failure.md:1,docs/claude-code/prompts/done/86-dialysis-fred-deploy-failure.md:1,dia,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,86
INV1-1575,"Prompt 87 — W6.5 front-end decomposition, STAGE 1 (module seams + extraction of one route)",docs & process,docs/claude-code/prompts/done/87-w6-5-frontend-decomposition-stage1.md:1,docs/claude-code/prompts/done/87-w6-5-frontend-decomposition-stage1.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W6.5)",,87
INV1-1576,"Prompt 88 — W9.2: Contact-reachability internal harvest (Wave 9, unit 1)",docs & process,docs/claude-code/prompts/done/88-w9-2-reachability-harvest.md:1,docs/claude-code/prompts/done/88-w9-2-reachability-harvest.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.2)",,88
INV1-1577,"Prompt 88 — W9.2: Contact-reachability internal harvest (Wave 9, unit 1)",docs & process,docs/claude-code/prompts/done/88-w9-2-reachability-internal-harvest.md:1,docs/claude-code/prompts/done/88-w9-2-reachability-internal-harvest.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.2)",,88
INV1-1578,Prompt 89 — TrafficMetrix misparse: quarantine the class + guard the sidebar parser,surfaces,docs/claude-code/prompts/done/89-trafficmetrix-misparse-cleanup.md:1,docs/claude-code/prompts/done/89-trafficmetrix-misparse-cleanup.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=prompt-num)",,89
INV1-1579,Prompt 90 — W9.3: SF linkage drain + live re-score (unlocks W9.2's donor pool),docs & process,docs/claude-code/prompts/done/90-w9-3-sf-linkage-drain.md:1,docs/claude-code/prompts/done/90-w9-3-sf-linkage-drain.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.3)",,90
INV1-1580,Prompt 90 — W9.3: SF linkage drain + live re-score (unlocks W9.2's donor pool),docs & process,docs/claude-code/prompts/done/90-w9-3-sf-linkage-live-rescore.md:1,docs/claude-code/prompts/done/90-w9-3-sf-linkage-live-rescore.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.3)",,90
INV1-1581,Prompt 91 — micro: empty-candidate match_disambiguation cards (producer guard + sweep),ingestion,docs/claude-code/prompts/done/91-empty-candidate-disambig-cards.md:1,docs/claude-code/prompts/done/91-empty-candidate-disambig-cards.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,91
INV1-1582,Prompt 92 — micro: sf-link-assist treadmill (no annotated-exclusion in the candidate fetch),docs & process,docs/claude-code/prompts/done/92-sf-assist-cursor.md:1,docs/claude-code/prompts/done/92-sf-assist-cursor.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,92
INV1-1583,Prompt 93 — two micros: donor-handoff treadmill + the Aug-10 unstamped bulk path,docs & process,docs/claude-code/prompts/done/93-donor-cursor-and-stamp-path.md:1,docs/claude-code/prompts/done/93-donor-cursor-and-stamp-path.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=prompt-num)",,93
INV1-1584,"Prompt 94 — W9.4: comms-harvest arm (closes the Outlook↔LCC↔SF loop, unlocks the W9.2 flip)",docs & process,docs/claude-code/prompts/done/94-w9-4-comms-harvest-arm.md:1,docs/claude-code/prompts/done/94-w9-4-comms-harvest-arm.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.2)",,94
INV1-1585,"Prompt 95 — micro: extend the misparse detector to sentence-fragment/doc-label ""names""",docs & process,docs/claude-code/prompts/done/95-fragment-name-misparse-extension.md:1,docs/claude-code/prompts/done/95-fragment-name-misparse-extension.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); NO xref found in this repo's architecture/audits/PLANNED-BACKLOG/CLAUDE.md — LEAK CANDIDATE (may be cross-repo; see gap map)",,95
INV1-1586,Prompt 96 — Outlook display-name capture (the single unlock for all three W9.4 comms sub-arms),docs & process,docs/claude-code/prompts/done/96-outlook-display-name-capture.md:1,docs/claude-code/prompts/done/96-outlook-display-name-capture.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.4)",,96
INV1-1587,"Prompt 97 — W9.5: propagation-integrity tick (the standing measure of ""full propagation"")",docs & process,docs/claude-code/prompts/done/97-w9-5-propagation-integrity-tick.md:1,docs/claude-code/prompts/done/97-w9-5-propagation-integrity-tick.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.5)",,97
INV1-1588,Prompt 98 — W9.1 Stage 1: contact-acquisition engine (internal stages of the sanctioned chain),docs & process,docs/claude-code/prompts/done/98-w9-1-contact-acquisition-stage1.md:1,docs/claude-code/prompts/done/98-w9-1-contact-acquisition-stage1.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.1)",,98
INV1-1589,Prompt 99 — W9.1 Stage 2: SOS-direct via the GaryBuilt residential fetch proxy (Scott-sanctioned 2026-08-12),docs & process,docs/claude-code/prompts/done/99-w9-1-stage2-sos-egress-proxy.md:1,docs/claude-code/prompts/done/99-w9-1-stage2-sos-egress-proxy.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=W9.1)",,99
INV1-1590,Prompt A0 — Committed conflict markers are on `main`. Add the guard that catches them.,infra / CI / security,docs/claude-code/prompts/done/A0-conflict-marker-guard-2026-08-27.md:1,docs/claude-code/prompts/done/A0-conflict-marker-guard-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A0)",,
INV1-1591,Prompt A1 — `establish_ownership_history` is four different jobs wearing one label. Split it.,docs & process,docs/claude-code/prompts/done/A1-ownership-lane-three-actions-2026-08-26.md:1,docs/claude-code/prompts/done/A1-ownership-lane-three-actions-2026-08-26.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A1)",,
INV1-1592,"Prompt A2 — Apply the 380 ""agrees"" ownership chains. Make this lane complete a task.",ownership,docs/claude-code/prompts/done/A2-auto-apply-agrees-chains-2026-08-27.md:1,docs/claude-code/prompts/done/A2-auto-apply-agrees-chains-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A2)",,
INV1-1593,Prompt A2a — merge the duplicate entities blocking 48 ownership chains. No new code required.,identity,docs/claude-code/prompts/done/A2a-merge-duplicate-chain-entities-2026-08-27.md:1,docs/claude-code/prompts/done/A2a-merge-duplicate-chain-entities-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A2A)",,
INV1-1594,"Prompt A2b — one conveyance recorded on several dates. Fix the producer, not the applier.",ingestion,docs/claude-code/prompts/done/A2b-repeat-transfer-flicker-2026-08-27.md:1,docs/claude-code/prompts/done/A2b-repeat-transfer-flicker-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A2B)",,
INV1-1595,"Prompt A3 — the 73 ""mismatches"" are mostly sponsor↔SPE. Do not build 73 human cards.",docs & process,docs/claude-code/prompts/done/A3-mismatch-lane-sponsor-spe-2026-08-27.md:1,docs/claude-code/prompts/done/A3-mismatch-lane-sponsor-spe-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A3)",,
INV1-1596,Prompt A4 + A4b — retire the 74 that cannot be answered; adjudicate the 18 that were guarded away,docs & process,docs/claude-code/prompts/done/A4-retire-no-records-and-adjudicate-guarded-2026-08-27.md:1,docs/claude-code/prompts/done/A4-retire-no-records-and-adjudicate-guarded-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A4-RETIRE-NO-)",,
INV1-1597,"Prompt A4b — a P138 guard rejects any SPE named after a street number. Size it, then fix it.",infra / CI / security,docs/claude-code/prompts/done/A4b-street-numbered-spe-guard-2026-08-27.md:1,docs/claude-code/prompts/done/A4b-street-numbered-spe-guard-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=P138)",,
INV1-1598,"Prompt A5 — `true_owner_needs_salesforce`: 815 open, it worked 596 times, now 1 per week. Find out why.",docs & process,docs/claude-code/prompts/done/A5-true-owner-needs-salesforce-stall-2026-08-27.md:1,docs/claude-code/prompts/done/A5-true-owner-needs-salesforce-stall-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A5)",,
INV1-1599,Prompt A5a — the auto-close fires over a truncated feed. ~900 false closures a month.,ingestion,docs/claude-code/prompts/done/A5a-truncated-feed-auto-close-2026-08-27.md:1,docs/claude-code/prompts/done/A5a-truncated-feed-auto-close-2026-08-27.md:1,lcc,"stated: shipped/live (filed under prompts/done/); prompt spec, ran (in prompts/done/); xref found in architecture/audits/backlog/CLAUDE.md (tag=A5A)",,
